year;team;isTop3;taskId;taskType;desc;trecvidId;expert/novice;searchTime;numAttempts;success;score
2018;VNU;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;HTW;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;NECTEC;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;VERGE;;1;KIS_Textual;KIS Textual 1;;expert;420;1;false;0
2018;ITEC2;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;VITRIVR;;1;KIS_Textual;KIS Textual 1;;expert;82.65;1;true;90
2018;SIRET;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;ITEC1;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;VIREO;;1;KIS_Textual;KIS Textual 1;;expert;420;0;false;0
2018;VIREO;;2;KIS_Textual;KIS Textual 11;;expert;325.35;1;true;61
2018;SIRET;;2;KIS_Textual;KIS Textual 11;;expert;420;0;false;0
2018;VERGE;;2;KIS_Textual;KIS Textual 11;;expert;420;2;false;0
2018;NECTEC;;2;KIS_Textual;KIS Textual 11;;expert;420;2;false;0
2018;ITEC2;;2;KIS_Textual;KIS Textual 11;;expert;420;0;false;0
2018;VNU;;2;KIS_Textual;KIS Textual 11;;expert;420;2;false;0
2018;VITRIVR;;2;KIS_Textual;KIS Textual 11;;expert;420;1;false;0
2018;ITEC1;;2;KIS_Textual;KIS Textual 11;;expert;420;0;false;0
2018;HTW;;2;KIS_Textual;KIS Textual 11;;expert;330.73;2;true;51
2018;VIREO;;3;KIS_Textual;KIS Textual 7;;expert;420;2;false;0
2018;ITEC2;;3;KIS_Textual;KIS Textual 7;;expert;420;0;false;0
2018;VERGE;;3;KIS_Textual;KIS Textual 7;;expert;420;1;false;0
2018;SIRET;;3;KIS_Textual;KIS Textual 7;;expert;420;1;false;0
2018;ITEC1;;3;KIS_Textual;KIS Textual 7;;expert;420;0;false;0
2018;VITRIVR;;3;KIS_Textual;KIS Textual 7;;expert;420;0;false;0
2018;VNU;;3;KIS_Textual;KIS Textual 7;;expert;420;1;false;0
2018;NECTEC;;3;KIS_Textual;KIS Textual 7;;expert;420;0;false;0
2018;HTW;;3;KIS_Textual;KIS Textual 7;;expert;420;0;false;0
2018;SIRET;;4;KIS_Textual;KIS Textual 3;;expert;150.93;3;true;62
2018;VERGE;;4;KIS_Textual;KIS Textual 3;;expert;420;7;false;0
2018;VIREO;;4;KIS_Textual;KIS Textual 3;;expert;420;12;false;0
2018;ITEC2;;4;KIS_Textual;KIS Textual 3;;expert;420;9;false;0
2018;VITRIVR;;4;KIS_Textual;KIS Textual 3;;expert;125.81;3;true;65
2018;ITEC1;;4;KIS_Textual;KIS Textual 3;;expert;382.65;2;true;44
2018;VNU;;4;KIS_Textual;KIS Textual 3;;expert;420;1;false;0
2018;HTW;;4;KIS_Textual;KIS Textual 3;;expert;237.43;1;true;72
2018;NECTEC;;4;KIS_Textual;KIS Textual 3;;expert;420;6;false;0
2018;VIREO;;5;KIS_Textual;KIS Textual 8;;expert;420;2;false;0
2018;VERGE;;5;KIS_Textual;KIS Textual 8;;expert;420;1;false;0
2018;NECTEC;;5;KIS_Textual;KIS Textual 8;;expert;420;0;false;0
2018;ITEC2;;5;KIS_Textual;KIS Textual 8;;expert;420;0;false;0
2018;ITEC1;;5;KIS_Textual;KIS Textual 8;;expert;420;0;false;0
2018;HTW;;5;KIS_Textual;KIS Textual 8;;expert;311.05;1;true;63
2018;SIRET;;5;KIS_Textual;KIS Textual 8;;expert;54.65;1;true;93
2018;VNU;;5;KIS_Textual;KIS Textual 8;;expert;420;0;false;0
2018;VITRIVR;;5;KIS_Textual;KIS Textual 8;;expert;420;0;false;0
2018;HTW;;6;KIS_Textual;KIS Textual 10;;expert;314.26;3;true;43
2018;VIREO;;6;KIS_Textual;KIS Textual 10;;expert;420;4;false;0
2018;VITRIVR;;6;KIS_Textual;KIS Textual 10;;expert;78.1;1;true;91
2018;VNU;;6;KIS_Textual;KIS Textual 10;;expert;420;3;false;0
2018;ITEC1;;6;KIS_Textual;KIS Textual 10;;expert;212.95;3;true;55
2018;NECTEC;;6;KIS_Textual;KIS Textual 10;;expert;420;0;false;0
2018;VERGE;;6;KIS_Textual;KIS Textual 10;;expert;420;2;false;0
2018;SIRET;;6;KIS_Textual;KIS Textual 10;;expert;420;2;false;0
2018;ITEC2;;6;KIS_Textual;KIS Textual 10;;expert;76.5;1;true;91
2018;HTW;;7;KIS_Textual;KIS Textual 2;;expert;420;1;false;0
2018;NECTEC;;7;KIS_Textual;KIS Textual 2;;expert;420;4;false;0
2018;SIRET;;7;KIS_Textual;KIS Textual 2;;expert;420;1;false;0
2018;VITRIVR;;7;KIS_Textual;KIS Textual 2;;expert;420;0;false;0
2018;ITEC2;;7;KIS_Textual;KIS Textual 2;;expert;420;0;false;0
2018;ITEC1;;7;KIS_Textual;KIS Textual 2;;expert;420;0;false;0
2018;VIREO;;7;KIS_Textual;KIS Textual 2;;expert;420;0;false;0
2018;VERGE;;7;KIS_Textual;KIS Textual 2;;expert;420;5;false;0
2018;VNU;;7;KIS_Textual;KIS Textual 2;;expert;420;2;false;0
2018;ITEC1;;8;KIS_Textual;KIS Textual 6;;expert;420;0;false;0
2018;NECTEC;;8;KIS_Textual;KIS Textual 6;;expert;420;1;false;0
2018;SIRET;;8;KIS_Textual;KIS Textual 6;;expert;139.58;1;true;83
2018;ITEC2;;8;KIS_Textual;KIS Textual 6;;expert;420;0;false;0
2018;VNU;;8;KIS_Textual;KIS Textual 6;;expert;274.77;1;true;67
2018;HTW;;8;KIS_Textual;KIS Textual 6;;expert;420;0;false;0
2018;VIREO;;8;KIS_Textual;KIS Textual 6;;expert;420;0;false;0
2018;VITRIVR;;8;KIS_Textual;KIS Textual 6;;expert;420;2;false;0
2018;VERGE;;8;KIS_Textual;KIS Textual 6;;expert;420;3;false;0
2018;SIRET;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;VITRIVR;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;HTW;;9;KIS_Textual;KIS Textual 5;;expert;420;1;false;0
2018;NECTEC;;9;KIS_Textual;KIS Textual 5;;expert;420;1;false;0
2018;ITEC2;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;VNU;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;ITEC1;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;VERGE;;9;KIS_Textual;KIS Textual 5;;expert;420;0;false;0
2018;VIREO;;9;KIS_Textual;KIS Textual 5;;expert;420;8;false;0
2018;SIRET;;10;KIS_Textual;KIS Textual 9;;expert;420;1;false;0
2018;ITEC1;;10;KIS_Textual;KIS Textual 9;;expert;414.34;3;true;31
2018;VITRIVR;;10;KIS_Textual;KIS Textual 9;;expert;420;1;false;0
2018;VERGE;;10;KIS_Textual;KIS Textual 9;;expert;420;2;false;0
2018;ITEC2;;10;KIS_Textual;KIS Textual 9;;expert;420;0;false;0
2018;NECTEC;;10;KIS_Textual;KIS Textual 9;;expert;420;3;false;0
2018;HTW;;10;KIS_Textual;KIS Textual 9;;expert;420;0;false;0
2018;VIREO;;10;KIS_Textual;KIS Textual 9;;expert;420;1;false;0
2018;VNU;;10;KIS_Textual;KIS Textual 9;;expert;420;3;false;0
